District,Year,coriander_Area,coriander_Production,coriander_Yield,dry chillies_Area,dry chillies_Production,dry chillies_Yield,garlic_Area,garlic_Production,garlic_Yield,onion_Area,onion_Production,onion_Yield,potato_Area,potato_Production,potato_Yield,sugarcane_Area,sugarcane_Production,sugarcane_Yield,sweet potato_Area,sweet potato_Production,sweet potato_Yield,guar seed_Area,guar seed_Production,guar seed_Yield,sun hemp_Area,sun hemp_Production,sun hemp_Yield,tapioca_Area,tapioca_Production,tapioca_Yield,citrus fruit_Area,citrus fruit_Production,citrus fruit_Yield,mango_Area,mango_Production,mango_Yield,other fresh fruits_Area,other fresh fruits_Production,other fresh fruits_Yield,other vegetables_Area,other vegetables_Production,other vegetables_Yield,pome fruit_Area,pome fruit_Production,pome fruit_Yield,other oilseeds_Area,other oilseeds_Production,other oilseeds_Yield,ginger_Area,ginger_Production,ginger_Yield,banana_Area,banana_Production,banana_Yield,tobacco_Area,tobacco_Production,tobacco_Yield,papaya_Area,papaya_Production,papaya_Yield,watermelon_Area,watermelon_Production,watermelon_Yield,turmeric_Area,turmeric_Production,turmeric_Yield,grapes_Area,grapes_Production,grapes_Yield,orange_Area,orange_Production,orange_Yield
Bharatpur,2017 - 2018,7,9,1.29,92,476,5.17,5,0,0,21,167,7.95,3348,38047,11.36,9,243,27,13,119,9.15,7029,6262,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2018 - 2019,7,9,1.29,83,393,4.73,24,150,6.25,14,101,7.21,2487,37483,15.07,4,345,86.25,9,73,8.11,5685,6269,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65,2.5,0,0,0,0,0,0
Bharatpur,2019 - 2020,2,3,1.5,97,232,2.39,18,90,5,11,58,5.27,1623,22191,13.67,1,40,40,12,104,8.67,3972,5110,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2020 - 2021,0,0,0,76,221,2.91,0,0,0,43,175,4.07,2178,27863,12.79,3,237,79,19,152,8,1730,2176,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2021 - 2022,0,0,0,153,253,1.65,6,60,10,233,1873,8.04,1151,15456,13.43,2,152,76,4,14,3.5,873,1069,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bharatpur,2022 - 2023,0,0,0,0,0,0,5,58,11.6,309,1934,6.26,1089,16139,14.82,2,178,89,1,7,7,300,338,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhilwara,1998 - 1999,13,12,0.92,2108,1664,0.79,436,1965,4.51,208,646,3.11,19,21,1.11,552,20726,37.55,16,40,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,1.1,0,0,0,0,0,0
Bhilwara,1999 - 2000,5,2,0.4,2669,2107,0.79,773,2961,3.83,254,984,3.87,9,29,3.22,272,7313,26.89,16,26,1.63,51616,11338,0.22,229,66,0.29,9,24,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17,0.39,0,0,0,0,0,0,44,88,2,0,0,0,0,0,0
Bhilwara,2000 - 2001,20,9,0.45,1297,660,0.51,412,1584,3.84,151,417,2.76,4,15,3.75,128,3128,24.44,2,3,1.5,47300,493,0.01,232,8,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0.25,0,0,0,0,0,0,19,73,3.84,0,0,0,0,0,0
Bhilwara,2001 - 2002,25,9,0.36,1934,1880,0.97,530,1970,3.72,150,586,3.91,10,35,3.5,83,2945,35.48,21,52,2.48,11674,1168,0.1,210,81,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,0.42,0,0,0,0,0,0,18,54,3,0,0,0,0,0,0
Bhilwara,2002 - 2003,7,4,0.57,1140,249,0.22,641,2476,3.86,60,264,4.4,25,34,1.36,71,2857,40.24,11,26,2.36,5644,44,0.01,322,9,0.03,0,0,0,44,0,0,9,0,0,66,0,0,1002,0,0,63,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,1,0.17,88,0,0,19,14,0.74,0,0,0,0,0,0
Bhilwara,2003 - 2004,43,53,1.23,1014,692,0.68,936,3075,3.29,82,266,3.24,4,16,4,36,1341,37.25,9,36,4,10985,0,0,142,97,0.68,0,0,0,38,0,0,9,0,0,264,0,0,1253,0,0,71,0,0,5704,3712,0.65,0,0,0,0,0,0,10,0,0,0,0,0,64,0,0,18,29,1.61,0,0,0,0,0,0
Bhilwara,2004 - 2005,228,261,1.14,1680,1020,0.61,808,2652,3.28,156,366,2.35,51,176,3.45,26,928,35.69,17,38,2.24,6956,3225,0.46,163,70,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0.07,0,0,0,0,0,0,14,27,1.93,0,0,0,0,0,0
Bhilwara,2005 - 2006,4,4,1,1131,318,0.28,344,1199,3.49,0,0,0,11,34,3.09,139,10504,75.57,27,39,1.44,16312,2030,0.12,251,38,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhilwara,2006 - 2007,3,4,1.33,1053,682,0.65,394,1367,3.47,5,12,2.4,4,14,3.5,200,13799,69,26,34,1.31,21379,12801,0.6,121,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,20,37,1.85,0,0,0,0,0,0
Bhilwara,2007 - 2008,16,12,0.75,1384,1799,1.3,682,2076,3.04,73,307,4.21,7,9,1.29,329,17806,54.12,53,65,1.23,36921,18820,0.51,75,65,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.25,0,0,0,0,0,0,1,10,10,0,0,0,0,0,0
Bhilwara,2008 - 2009,18,20,1.11,1179,793,0.67,517,1380,2.67,2,3,1.5,3,12,4,165,9631,58.37,8,0,0,24443,5909,0.24,58,95,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhilwara,2009 - 2010,4,5,1.25,615,370,0.6,308,680,2.21,23,50,2.17,3,4,1.33,75,7052,94.03,6,0,0,13331,181,0.01,200,62,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhilwara,2010 - 2011,8,9,1.13,771,1044,1.35,401,1164,2.9,13,38,2.92,12,20,1.67,33,1350,40.91,0,0,0,7574,4898,0.65,47,40,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhilwara,2011 - 2012,18,22,1.22,811,1617,1.99,792,2135,2.7,138,258,1.87,15,39,2.6,39,2672,68.51,3,4,1.33,6238,3460,0.55,120,343,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,28,62,2.21,0,0,0,0,0,0
Bhilwara,2012 - 2013,3,4,1.33,886,1911,2.16,575,2039,3.55,55,99,1.8,17,26,1.53,49,4025,82.14,4,4,1,29206,15969,0.55,94,101,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhilwara,2013 - 2014,15,10,0.67,848,1799,2.12,522,1999,3.83,85,177,2.08,9,32,3.56,47,6509,138.49,5,7,1.4,58387,36236,0.62,52,110,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,0,25,45,1.8,0,0,0,0,0,0
Bhilwara,2014 - 2015,19,15,0.79,948,1873,1.98,0,0,0,112,209,1.87,7,17,2.43,63,6671,105.89,9,11,1.22,31272,20722,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,24,2,0,0,0,0,0,0
Bhilwara,2015 - 2016,161,172,1.07,1192,1827,1.53,595,2253,3.79,209,584,2.79,32,88,2.75,71,4915,69.23,1,2,2,27989,8223,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Bhilwara,2016 - 2017,50,57,1.14,1163,2441,2.1,631,2388,3.78,69,219,3.17,4,12,3,28,1658,59.21,2,2,1,17886,12479,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,16,90,5.63,0,0,0,0,0,0
Bhilwara,2017 - 2018,33,44,1.33,938,2074,2.21,574,2139,3.73,63,231,3.67,50,185,3.7,39,2857,73.26,0,0,0,11924,8108,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,29,2.9,0,0,0,0,0,0
Bhilwara,2018 - 2019,16,21,1.31,834,1162,1.39,456,1733,3.8,47,206,4.38,11,56,5.09,23,1797,78.13,0,0,0,9144,7521,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhilwara,2019 - 2020,13,19,1.46,701,963,1.37,424,1540,3.63,21,54,2.57,4,12,3,20,869,43.45,0,0,0,6111,4397,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,15,22,1.47,0,0,0,0,0,0
Bhilwara,2020 - 2021,10,15,1.5,493,594,1.2,413,1501,3.63,56,124,2.21,5,10,2,49,2638,53.84,0,0,0,3252,3063,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,23,0.7,0,0,0,0,0,0
Bhilwara,2021 - 2022,13,19,1.46,673,1322,1.96,435,1713,3.94,67,205,3.06,9,19,2.11,48,3022,62.96,5,6,1.2,4673,4314,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
Bhilwara,2022 - 2023,80,109,1.36,0,0,0,309,1227,3.97,42,103,2.45,14,26,1.86,33,1836,55.64,0,0,0,3884,3832,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,7.25,0,0,0,0,0,0
Bikaner,1998 - 1999,11,10,0.91,0,0,0,11,6,0.55,4,2,0.5,3,1,0.33,41,1959,47.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,1999 - 2000,0,0,0,0,0,0,0,0,0,9,5,0.56,3,2,0.67,42,1715,40.83,60,108,1.8,150418,10080,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2000 - 2001,6,12,2,11,5,0.45,7,5,0.71,56,13,0.23,3,1,0.33,35,1458,41.66,0,0,0,300157,18633,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2001 - 2002,18,9,0.5,7,4,0.57,1,0,0,57,29,0.51,28,14,0.5,8,381,47.63,0,0,0,188284,81105,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2002 - 2003,6,3,0.5,1,0,0,28,14,0.5,79,43,0.54,3,1,0.33,11,464,42.18,1,0,0,7273,316,0.04,0,0,0,0,0,0,50,0,0,0,0,0,74,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2003 - 2004,33,41,1.24,12,6,0.5,2,14,7,48,25,0.52,2,1,0.5,2,107,53.5,4,2,0.5,194277,0,0,0,0,0,0,0,0,60,0,0,0,0,0,67,0,0,2139,0,0,1,0,0,9567,10282,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2004 - 2005,39,45,1.15,13,7,0.54,8,4,0.5,108,96,0.89,4,2,0.5,1,48,48,1,0,0,139876,9961,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2005 - 2006,31,32,1.03,4,4,1,1,1,1,60,60,1,0,0,0,4,244,61,1,1,1,478384,77074,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2006 - 2007,36,43,1.19,0,0,0,2,2,1,45,45,1,0,0,0,1,58,58,2,2,1,511789,107661,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2007 - 2008,11,8,0.73,2,2,1,0,0,0,4,4,1,2,2,1,7,400,57.14,0,0,0,605869,251457,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2008 - 2009,23,26,1.13,2,2,1,0,0,0,0,0,0,12,12,1,3,178,59.33,0,0,0,884618,340294,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2009 - 2010,19,23,1.21,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,646533,47432,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2010 - 2011,21,23,1.1,2,2,1,0,0,0,0,0,0,22,22,1,2,134,67,0,0,0,876113,403368,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2011 - 2012,58,72,1.24,0,0,0,14,10,0.71,132,114,0.86,22,22,1,5,352,70.4,0,0,0,901354,526520,0.58,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2012 - 2013,40,47,1.18,0,0,0,1,1,1,96,96,1,9,9,1,3,219,73,0,0,0,1094401,343435,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2013 - 2014,31,20,0.65,0,0,0,2,2,1,289,289,1,111,111,1,3,207,69,0,0,0,1133397,504961,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2014 - 2015,115,92,0.8,0,0,0,0,0,0,757,562,0.74,12,12,1,0,0,0,0,0,0,1051344,514913,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2015 - 2016,452,483,1.07,0,0,0,2,2,1,3872,3872,1,2,5,2.5,0,0,0,0,0,0,1043114,408082,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2016 - 2017,550,626,1.14,0,0,0,13,32,2.46,1078,1078,1,1,2,2,2,143,71.5,0,0,0,822840,341450,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2017 - 2018,325,433,1.33,0,0,0,7,8,1.14,1147,1388,1.21,11,14,1.27,4,281,70.25,0,0,0,709945,272828,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2018 - 2019,184,239,1.3,0,0,0,2,2,1,692,830,1.2,38,46,1.21,2,167,83.5,0,0,0,717713,192929,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2019 - 2020,164,244,1.49,1,1,1,3,3,1,480,510,1.06,11,14,1.27,1,73,73,0,0,0,664437,198111,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2020 - 2021,335,499,1.49,0,0,0,3,2,0.67,1379,27485,19.93,28,385,13.75,1,79,79,0,0,0,552573,147147,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bikaner,2021 - 2022,62,92,1.48,1,1,1,9,8,0.89,2791,55603,19.92,26,343,13.19,0,0,0,2,2,1,526420,169017,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,600,20,0,0,0,0,0,0
Bikaner,2022 - 2023,91,125,1.37,0,0,0,1,35,35,762,22860,30,29,666,22.97,0,0,0,2,19,9.5,750046,423653,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1014,8.59,0,0,0,0,0,0
Bundi,1997 - 1998,0,0,0,0,0,0,0,0,0,0,0,0,100,400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bundi,1998 - 1999,1722,1004,0.58,183,150,0.82,63,114,1.81,46,80,1.74,131,235,1.79,8451,328478,38.87,158,576,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,0.33,0,0,0,0,0,0
Bundi,1999 - 2000,681,655,0.96,226,201,0.89,147,273,1.86,72,105,1.46,128,274,2.14,6496,239301,36.84,0,0,0,87,2924,33.61,11,6,0.55,5,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,48,1.37,0,0,0,0,0,0
Bundi,2000 - 2001,2925,2322,0.79,227,341,1.5,187,351,1.88,81,137,1.69,82,226,2.76,5251,223797,42.62,62,52,0.84,10741,1027,0.1,17,8,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,23,25,1.09,0,0,0,0,0,0
Bundi,2001 - 2002,5751,5641,0.98,226,182,0.81,330,645,1.95,98,196,2,73,170,2.33,4060,177250,43.66,101,98,0.97,2085,1397,0.67,9,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,26,70,2.69,0,0,0,0,0,0
Bundi,2002 - 2003,5182,4630,0.89,141,122,0.87,1051,990,0.94,52,92,1.77,154,279,1.81,4447,213673,48.05,156,58,0.37,630,122,0.19,20,43,2.15,0,0,0,21,0,0,0,0,0,149,0,0,2126,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,1.2,0,0,0,42,9,0.21,0,0,0,0,0,0
Bundi,2003 - 2004,9154,10335,1.13,175,173,0.99,858,0,0,81,95,1.17,138,293,2.12,1469,48631,33.1,276,103,0.37,1352,0,0,13,0,0,0,0,0,15,0,0,0,0,0,199,0,0,1802,0,0,174,0,0,526,562,1.07,0,0,0,0,0,0,4,0,0,37,0,0,4,0,0,10,29,2.9,0,0,0,0,0,0
Bundi,2004 - 2005,1165,1408,1.21,158,172,1.09,641,411,0.64,104,134,1.29,107,296,2.77,1631,85242,52.26,341,1364,4,110,110,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64,3.76,0,0,0,0,0,0
Bundi,2005 - 2006,4962,6242,1.26,147,177,1.2,370,732,1.98,41,266,6.49,156,774,4.96,3251,178372,54.87,172,600,3.49,180,265,1.47,8,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,115,4.11,0,0,0,0,0,0
Bundi,2006 - 2007,1390,1549,1.11,144,145,1.01,583,1117,1.92,0,0,0,192,920,4.79,4398,221042,50.26,208,1567,7.53,178,153,0.86,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,391,8.89,0,0,0,0,0,0
Bundi,2007 - 2008,1407,1147,0.82,163,191,1.17,1608,2968,1.85,41,114,2.78,194,859,4.43,3667,200224,54.6,256,1995,7.79,932,1192,1.28,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,386,6.77,0,0,0,0,0,0
Bundi,2008 - 2009,4267,3536,0.83,133,229,1.72,653,1238,1.9,0,0,0,145,629,4.34,1775,81122,45.7,161,0,0,548,549,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,117,3.77,0,0,0,0,0,0
Bundi,2009 - 2010,3271,3641,1.11,109,75,0.69,819,1520,1.86,0,0,0,99,489,4.94,1360,54787,40.28,109,0,0,102,0,0,13,14,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,2.24,0,0,0,0,0,0
Bundi,2010 - 2011,2223,2253,1.01,88,112,1.27,1262,2449,1.94,0,0,0,101,692,6.85,786,40372,51.36,58,281,4.84,869,449,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,113,3.77,0,0,0,0,0,0
Bundi,2011 - 2012,3337,3042,0.91,72,84,1.17,3700,8386,2.27,84,468,5.57,124,639,5.15,990,51804,52.33,84,358,4.26,345,206,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,155,2.21,0,0,0,0,0,0
Bundi,2012 - 2013,1244,1316,1.06,63,54,0.86,1226,6008,4.9,0,0,0,73,491,6.73,1261,74191,58.84,91,472,5.19,665,297,0.45,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,329,3.96,0,0,0,0,0,0
Bundi,2013 - 2014,843,688,0.82,36,13,0.36,1353,5207,3.85,15,162,10.8,156,1671,10.71,1284,69957,54.48,44,199,4.52,3867,2183,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,208,3.59,0,0,0,0,0,0
Bundi,2014 - 2015,3404,276,0.08,36,24,0.67,0,0,0,36,109,3.03,128,1122,8.77,1189,64858,54.55,62,304,4.9,814,483,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,90,2.65,0,0,0,0,0,0
Bundi,2015 - 2016,4821,5195,1.08,35,31,0.89,1577,7104,4.5,28,100,3.57,155,1051,6.78,1200,110290,91.91,91,156,1.71,861,400,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,219,3.22,0,0,0,0,0,0
Bundi,2016 - 2017,2820,3817,1.35,45,55,1.22,3152,14620,4.64,35,585,16.71,120,1133,9.44,1014,86136,84.95,83,113,1.36,666,800,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,358,3.62,0,0,0,0,0,0
